"id","nombre","keywords","horario","preciosimbolo","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
802,"Raices Beach Club and Marina","bar","","$$ - $$$","4","**N.º 17** de 56 Mexicana en Isla Holbox","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g616319-d2410661-Reviews-Raices_Beach_Club_and_Marina-Holbox_Island_Yucatan_Peninsula.html","40","40","40","45","-","Mexicana, Caribeña, Latina, Mariscos","Almuerzo, Cena","-","Asientos al aire libre, Asiento, Sirve alcohol, Bar completo, Servicio de
mesa, Música en vivo, Frente al agua, Playa","On the Beach, Isla Holbox México","","","On the Beach","México","Isla Holbox,","","-87.376389","21.527203",561,130,89,42,26,27
803,"Wine o' Clock","bar","Ver todos los horarios","$$ - $$$","5"," **N.º 62** de 101 Internacional en Playa del Carmen","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d14971621-Reviews-Wine_o_Clock-Playa_del_Carmen_Yucatan_Peninsula.html","50","50","50","0","$5 - $30","Bar de vinos, Internacional, Contemporánea, Fusión","Cena, Almuerzo, Abierto hasta tarde, Bebidas","-","-","Avenida Constituyentes Esquina Avenida 90 Plaza Xkabek Local 1 Planta Baja,
Playa del Carmen 77712 México","wineoclocksales@gmail.com","+52 984 149 0316","Avenida Constituyentes Esquina Avenida 90 Plaza Xkabek","México","Playa del Carmen 77712,","Local 1 Planta Baja","-87.085831","20.640184",35,19,1,0,0,0
804,"Tasting Room","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 379** de 2,114 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d11624900-Reviews-Tasting_Room-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","-","Mexicana, Bar, Pub","Cena, Almuerzo","Apto para vegetarianos","-","Calle Chiapas 173, Ciudad de México 06700 México","","+52 55 7159 8388","Calle Chiapas 173","México","Ciudad de México 06700,","","-99.164177","19.412094",19,11,4,0,0,0
805,"Cantina De Dakota","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 544** de 2,114 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d12265864-Reviews-Cantina_De_Dakota-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$140 - $290","Estadounidense, Mexicana, Bar, Pub, Bar de vinos","Almuerzo, Cena","-","-","Dakota 95 Col. Napoles, Del. Benito Juarez, Ciudad de México 03810 México","ventasayb@hoteldemexico.com","+52 55 1164 1164","Dakota 95","México","Ciudad de México 03810,","Col. Napoles, Del. Benito Juarez","-99.174545","19.395746",15,9,5,1,0,0
806,"Rockstone Tavern & Eatery","bar","10:00 - 2:00","$$ - $$$","4.5"," **N.º 34** de 64 Estadounidense en Cabo San Lucas","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d5263778-Reviews-Rockstone_Tavern_Eatery-Cabo_San_Lucas_Los_Cabos_Baja_California.html","40","45","45","50","$118 - $707","Bar, Estadounidense, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Boulevard Paseo de La Marina Centro, Cabo San Lucas 23450 México","","+52 624 143 1373","Boulevard Paseo de La Marina","México","Cabo San Lucas 23450,","Centro","-109.911827","22.886225",70,47,9,6,2,5
807,"Cien Tios","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 51** de 203 Mexicana en León","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154240-d4323184-Reviews-Cien_Tios-Leon_Central_Mexico_and_Gulf_Coast.html","45","40","40","40","-","Mexicana","Almuerzo, Cena","-","Reservaciones, Asiento, Televisión, Servicio de mesa, Sirve alcohol","Paseo de los Insurgentes #3356 Cleviá Grand Hotel, León 37130 México","gerenciaaybcam@mexicoplaza.com.mx","+52 477 781 0120","Paseo de los Insurgentes #3356","México","León 37130,","Cleviá Grand Hotel","-101.691116","21.1427",43,21,15,5,2,0
808,"Dragon Turquesa","bar","","$$ - $$$","4.5","**N.º 190** de 283 Mexicana en Tulum","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d8069779-Reviews-Dragon_Turquesa-Tulum_Yucatan_Peninsula.html","50","50","45","0","-","Mexicana, Latina, Bar, Española, Pub","Cena","Opciones veganas","-","Carretera Bocapaila K.M 7.5 Frente a Hotel Ziggy's, Tulum 77760 México","dragonturquesatulum@gmail.com","+52 984 803 1559","Carretera Bocapaila K.M 7.5","México","Tulum 77760,","Frente a Hotel Ziggy's","-87.456871","20.156054",23,19,1,1,0,1
809,"Herradero","bar","7:00 - 22:00","$$ - $$$","4.5"," **N.º 22** de 188 Mexicana en San José Del Cabo","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152516-d1643215-Reviews-El_Herradero_Mexican_Grill_and_Bar-San_Jose_del_Cabo_Los_Cabos_Baja_California.html","45","45","45","45","-","Mexicana, Latina, Mariscos","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Miguel Hidalgo y Costilla S/N De Mayo, San José Del Cabo 23400 México","","+52 624 157 4298","Calle Miguel Hidalgo y Costilla S/N","México","San José Del Cabo 23400,","De Mayo","-109.694763","23.058369",1175,516,217,68,10,13
810,"El Granero Grill & Drinks","bar","8:00 - 4:00","$","4.5"," **N.º 6** de 483 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d9587056-Reviews-El_Granero_Grill_Drinks-Cancun_Yucatan_Peninsula.html","45","45","40","0","$5 - $50","Mexicana, Bar","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd Kukulcan Km 9.5 Zona Hotelera, Cancún 77500 México","","+52 998 133 8821","Blvd Kukulcan Km 9.5","México","Cancún 77500,","Zona Hotelera","-86.748161","21.133337",689,246,18,5,0,4
1442,"Peccato","food","","$$ - $$$","4","**N.º 3** de 11 Italiana en Tampico","-","https://www.tripadvisor.com.mx/Restaurant_Review-g151928-d8118306-Reviews-Peccato-Tampico_Northern_Mexico.html","45","45","45","0","-","Italiana","Cena","Apto para vegetarianos","-","Durango 404 Colonia Guadalupe, Tampico 89120 México","ristorante.peccato@gmail.com","+52 833 399 1591","Durango 404","México","Tampico 89120,","Colonia Guadalupe","-97.867821","22.252153",31,12,13,2,2,0
812,"Los Campos Restaurante","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 3** de 137 Mexicana en Guanajuato","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150799-d5835200-Reviews-Los_Campos_Restaurante-Guanajuato_Central_Mexico_and_Gulf_Coast.html","45","45","45","45","-","-","-","-","-","Calle de La Alameda Plaza Baratillo # 4a Centro Historico, Guanajuato 36000
México","info@loscampos.mx","","Calle de La Alameda Plaza Baratillo # 4a","México","Guanajuato 36000,","Centro Historico","-101.251923","21.016588",891,436,143,29,19,22
813,"Mr. Lionso Playa Bruja","bar","8:00 - 22:00","$$ - $$$","4"," **N.º 23** de 223 Mexicana en Mazatlán","Certificado de ExcelenciaGanador en 2016, 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150792-d1077950-Reviews-Mr_Lionso_Playa_Bruja-Mazatlan_Pacific_Coast.html","40","40","40","45","-","Mexicana, Mariscos","Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","Apto para vegetarianos","-","Av. Camaron Sabalo s/n Zona Cerritos, Mazatlán México","","+52 669 988 0425","Av. Camaron Sabalo s/n","México","Mazatlán,","Zona Cerritos","-106.491676","23.30485",1386,413,261,94,60,44
814,"Los Tres Gallos","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 35** de 298 Mexicana en Cabo San Lucas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d1778735-Reviews-Los_Tres_Gallos-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","45","45","$25 - $50","Mexicana, Española","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","20 de noviembre entre Morelos y Leona Vicario Cabo San Lucas, Cabo San Lucas
23450 México","info@lostresgallos.com","+52 624 130 7709","20 de noviembre entre Morelos y Leona Vicario","México","Cabo San Lucas 23450,","Cabo San Lucas","-109.911682","22.889433",1668,845,230,64,29,18
815,"Pizzeria Manglar","bar","Ver todos los horarios","$","4.5"," **N.º 41** de 473 Restaurantes en Tulum","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d7254863-Reviews-Pizzeria_Manglar-Tulum_Yucatan_Peninsula.html","45","45","45","50","$120 - $180","Italiana, Pizzería","-","Apto para vegetarianos, Opciones veganas","-","Calle Asuncion, Manzana 38, Lote 2. No. 6 A 300 Mts de la Av. Tulum, Tulum
77760 México","sandy.fernandez.s@hotmail.com","+52 984 120 0770","Calle Asuncion, Manzana 38, Lote 2. No. 6","México","Tulum 77760,","A 300 Mts de la Av. Tulum","-87.473228","20.206907",841,326,73,12,7,11
816,"Romeo y Julieta","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 4** de 37 Italiana en Cabo San Lucas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d1032841-Reviews-Romeo_y_Julieta-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","45","45","$1,154 - $3,533","Italiana","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Marina Boulevard & Subida Al Cerro Street Downtown, Cabo San Lucas 23450
México","relpublicas@solmar.com","+52 624 143 0225","Marina Boulevard & Subida Al Cerro Street","México","Cabo San Lucas 23450,","Downtown","-109.913162","22.880013",2210,1046,237,72,25,15
817,"Posada Margherita","bar","7:00 - 21:30","$$$$","4.5"," **N.º 20** de 60 Italiana en Tulum","Certificado de ExcelenciaGanador en 2016 - 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d1059686-Reviews-Posada_Margherita-Tulum_Yucatan_Peninsula.html","45","45","40","45","-","Italiana, Mariscos, Mediterránea, Europea","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas","-","Carretera Tulum-Boca Paila Km. 4,5, Tulum México","","+52 984 801 8493","Carretera Tulum-Boca Paila Km. 4,5","México","Tulum,","","-87.452431","20.164948",2932,1045,388,206,81,57
818,"River Cafe","bar","8:00 - 23:30","$$ - $$$","4.5"," **N.º 58** de 493 Mexicana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d1032920-Reviews-River_Cafe-Puerto_Vallarta.html","45","45","45","50","$353 - $589","Mexicana, Mariscos, Internacional, Contemporánea","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Isla Río Cuale 4 Centro, Puerto Vallarta 48300 México","rivercafe@rivercafe.com.mx","+52 322 223 0788","Isla Río Cuale 4","México","Puerto Vallarta 48300,","Centro","-105.236267","20.605572",1579,779,247,56,23,7
819,"La Destileria Cancun","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 35** de 483 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d1014127-Reviews-La_Destileria_Cancun-Cancun_Yucatan_Peninsula.html","45","45","40","45","-","Mexicana, Latina, Parrilla","Almuerzo, Cena, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Boulevard Kukulcan km 12.65, Zona Hotelera Frente a bomberos/ In front of the
fire station, Cancún 77500 México","eventoscancun@ladestileria.com.mx","+52 998 885 1086","Boulevard Kukulcan km 12.65, Zona Hotelera","México","Cancún 77500,","Frente a bomberos/ In front of the fire station","-86.765121","21.104507",1705,620,377,111,37,32
820,"Endless Summer Sports Bar & Grill","bar","","$$ - $$$","4","**N.º 1** de 1 Estadounidense en Lo de Marcos","-","https://www.tripadvisor.com.mx//Restaurant_Review-g2367946-d9802626-Reviews-Endless_Summer_Sports_Bar_Grill-Lo_de_Marcos_Pacific_Coast.html","45","45","45","0","-","Bar, Pub, Estadounidense, Canadiense","Brunch, Desayuno, Almuerzo, Cena","-","Asiento, Sirve alcohol, Comida para llevar, Servicio de mesa","Luis Echevarria #3, Lo de Marcos México","","+52 1 322 101 5564","Luis Echevarria #3","México","Lo de Marcos,","","-105.353569","20.957411",29,12,5,3,0,2
821,"Que Rollo sushi & bar","bar","","-","4","**N.º 1** de 1 Sushi en Atlacomulco","-","https://www.tripadvisor.com.mx//Restaurant_Review-g2529587-d10063819-Reviews-Que_Rollo_sushi_bar-Atlacomulco_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Sushi","-","-","Reservaciones","Doctor Jorge Jiménez Cantú 12, Atlacomulco 50450 México","","+52 712 122 2222","Doctor Jorge Jiménez Cantú 12","México","Atlacomulco 50450,","","-99.868523","19.790924",8,3,3,2,0,0
822,"Layla's Restaurante","bar","12:00 - 23:00","$$ - $$$","4.5"," **N.º 16** de 493 Mexicana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d4311819-Reviews-Layla_s_Restaurant-Puerto_Vallarta.html","45","50","45","45","$110 - $450","Mexicana","-","Opciones veganas","-","Venezuela 137 Colonia 5 de Diciembre, Puerto Vallarta 48350 México","laylasrestaurante1@hotmail.es","+52 322 222 2436","Venezuela 137","México","Puerto Vallarta 48350,","Colonia 5 de Diciembre","-105.232063","20.615664",1304,782,138,52,10,9
823,"NATIVO Taller Gastronómico","bar","Ver todos los horarios","$$ - $$$","4.5"," **N.º 20** de 433 Mexicana en Guadalajara","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d10516257-Reviews-Nativo_Taller_Gastronomico-Guadalajara_Guadalajara_Metropolitan_Area.html","45","45","40","0","$400 - $600","Mexicana, Contemporánea","-","Apto para vegetarianos, Opciones sin gluten","-","Calle Sao Paulo #2377 Colonia Providencia, Guadalajara 44630 México","gerencia.nativogdl@grupow.com.mx","+52 33 3186 1477","Calle Sao Paulo #2377","México","Guadalajara 44630,","Colonia Providencia","-103.376732","20.701414",278,171,41,22,9,5
824,"Hooters","bar","","$$ - $$$","3.5","**N.º 12** de 33 Estadounidense en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d11763061-Reviews-Hooters-Puebla_Central_Mexico_and_Gulf_Coast.html","30","35","30","0","-","Estadounidense, Comida rápida","-","-","Comida para llevar, Asiento, Servicio de mesa, Acceso para silla de ruedas","Calle Boulevard Del Nino Poblano 2510 Plaza Comercial Angelopolis Interior R1,
Colonia Concepcion de la Cruz, Puebla 72450 México","","+52 222 225 1459","Calle Boulevard Del Nino Poblano 2510","México","Puebla 72450,","Plaza Comercial Angelopolis Interior R1, Colonia Concepcion de la Cruz","-98.232483","19.032368",34,6,12,9,2,5
825,"Del Jardín","bar","8:00 - 0:00","$$ - $$$","3.5"," **N.º 86** de 285 Mexicana en Oaxaca","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150801-d2248940-Reviews-Del_Jardin-Oaxaca_Southern_Mexico.html","35","35","35","40","-","Latina, Bar, Mexicana","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde","-","Comida para llevar, Asientos al aire libre, Asiento, Sillitas altas
disponibles, Acceso para silla de ruedas, Sirve alcohol, Bar completo,
Servicio de mesa","Calle Portal de Flores 10, Oaxaca 68000 México","","+52 951 516 2092","Calle Portal de Flores 10","México","Oaxaca 68000,","","-96.725731","17.060728",235,30,68,39,19,12
826,"Romantxu Cocina & Bar","bar","8:00 - 23:45","$$ - $$$","4"," **N.º 10** de 47 Mexicana en Orizaba","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1082256-d12643396-Reviews-Romantxu_Cocina_Bar-Orizaba_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$65 - $495","Mexicana, Española","Desayuno, Almuerzo, Cena, Brunch","-","-","Avenida Oriente 6 # 1653 Entre sur 29 y 33 Edicifio Mier y Pesado, Orizaba
94300 México","restauranteromantxu@hotmail.com","+52 272 688 5224","Avenida Oriente 6 # 1653 Entre sur 29 y 33","México","Orizaba 94300,","Edicifio Mier y Pesado","-97.088806","18.847553",26,12,5,2,1,3
827,"Andale","bar","7:30 - 23:00","$$ - $$$","4.5"," **N.º 66** de 493 Mexicana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d1031955-Reviews-Andale-Puerto_Vallarta.html","40","45","40","45","-","Mexicana, Estadounidense, Bar, Pub","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas","-","Olas Altas 425, Puerto Vallarta 48380 México","andalepv@hotmail.com","+52 322 125 8353","Olas Altas 425","México","Puerto Vallarta 48380,","","-105.23774","20.601189",841,303,182,43,19,20
828,"Yan Ten","bar","8:00 - 18:00","$","4"," **N.º 186** de 553 Mexicana en Playa del Carmen","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d7596619-Reviews-Yan_Ten-Playa_del_Carmen_Yucatan_Peninsula.html","40","40","45","50","-","Mexicana, Bar, Latina, Mariscos, Española, Pub","Desayuno, Almuerzo, Cena, Bebidas","-","Asientos al aire libre, Asiento, Sirve alcohol, Servicio de mesa","Calle 4 Norte Con Zona Federal Maritima, Playa del Carmen México","","+52 984 132 3617","Calle 4 Norte Con Zona Federal Maritima","México","Playa del Carmen,","","-87.073242","20.623716",52,15,23,4,2,1
829,"The Royal Gdl","bar","Ver todos los horarios","$$ - $$$","5"," **N.º 18** de 35 Bar en Zapopan","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1006488-d14057453-Reviews-The_Royal_Gdl-Zapopan_Guadalajara_Metropolitan_Area.html","0","0","0","0","$150 - $450","Bar, Sushi, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Boulevard Puerta de Hierro 5278 Local 8 Planta Alta, Colonia Puerta de Hierro,
Zapopan 45116 México","","+52 33 1150 6337","Boulevard Puerta de Hierro 5278","México","Zapopan 45116,","Local 8 Planta Alta, Colonia Puerta de Hierro","-103.414612","20.710321",2,2,0,0,0,0
830,"La Casa de Hugo","bar","Ver todos los horarios","$","4.5"," **N.º 420** de 493 Mexicana en Puerto Vallarta","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d13564429-Reviews-La_Casa_de_Hugo-Puerto_Vallarta.html","0","0","0","0","$65 - $130","Mexicana, Latina, Bar, Mariscos, Pub","Cena","-","-","Calle Hamburgo 146, Puerto Vallarta 48310 México","lacasa.hugo@gmail.com","+52 322 276 2252","Calle Hamburgo 146","México","Puerto Vallarta 48310,","","-105.228699","20.633528",7,5,1,0,1,0
831,"Catando Ando","bar","8:30 - 21:00","$$$$","5"," **N.º 6** de 10 Café y té en Xalapa","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154235-d12905090-Reviews-Catando_Ando-Xalapa_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$518 - $47,110","Café","-","Apto para vegetarianos, Opciones veganas","-","Avenida Araucarias 270-2 Junto al Fasti y casi frente al auto lavado rojo,
Xalapa 91190 México","catandoando@gmail.com","+52 228 298 5804","Avenida Araucarias 270-2","México","Xalapa 91190,","Junto al Fasti y casi frente al auto lavado rojo","-96.888298","19.533339",18,16,2,0,0,0
