"id","nombre","keywords","horario","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
379,"Volksbier","cerveza","Ver todos los horarios","4.5"," **N.º 6** de 19 Alemana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d8606857-Reviews-Volksbier-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$23 - $400","Pub, Gastropub, Alemana, De Europa Central, Europea","Desayuno, Almuerzo, Cena, Bebidas, Brunch, Abierto hasta tarde","-","-","Tamaulipas 99 Colonia Condesa, Ciudad de México 06140 México","volksbiercondesa@gmail.com","+52 55 5211 7939","Tamaulipas 99","México","Ciudad de México 06140,","Colonia Condesa","-99.17485","19.410717",12,6,2,1,1,0
380,"Leduc Gourmet","cerveza","Ver todos los horarios","4.5"," **N.º 680** de 2,111 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d8298208-Reviews-Leduc_Gourmet-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","$150 - $200","Parrilla, Mexicana, Latina, Española, Delicatessen, Contemporánea","-","Opciones veganas","-","Renato Leduc #136 Col Toriello Guerra, Ciudad de México 14050 México","contacto@leducgourmet.mx","+52 55 5335 3234","Renato Leduc #136","México","Ciudad de México 14050,","Col Toriello Guerra","-99.16227","19.294899",23,14,6,3,0,0
381,"El Medio y Medio","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 11 Churrasquería en Naucalpan de Juárez","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g499418-d3749912-Reviews-El_Medio_y_Medio_Satelite-Naucalpan_Central_Mexico_and_Gulf_Coast.html","40","40","40","45","-","Churrasquería, Bar, Pizzería, Parrilla, Pub","Cena, Abierto hasta tarde, Bebidas","-","Entrega a domicilio, Comida para llevar, Reservaciones, Asiento,
Estacionamiento disponible, Estacionamiento en la calle, Servicio de valet,
Televisión, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Vino y
cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa, Wi-Fi
gratis, Acepta tarjetas de crédito, Servicio de mesa, Música en vivo, Apto
para perros, Estilo familiar","Boulevard Manuel Avila Camacho #1495 Boulevard Manuel Avila Camacho 1495 Loc
14-16, Naucalpan de Juárez 53160 México","contacto@elmedioymedio.com","+52 55 5360 6612","Boulevard Manuel Avila Camacho #1495","México","Naucalpan de Juárez 53160,","Boulevard Manuel Avila Camacho 1495 Loc 14-16","-99.235924","19.496191",62,43,8,4,4,3
382,"Utopia, Belgian Beer&Bistro","cerveza","18:00 - 3:00","4.5"," **N.º 3** de 8 Alemana en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d10466312-Reviews-Utopia_Belgian_Beer_Bistro-Puebla_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$3 - $160","Belga, Europea, Alemana","Abierto hasta tarde, Bebidas, Cena","-","-","9 Oriente 1 Centro, Puebla 72000 México","skenutopia00@yahoo.com","+52 222 374 9479","9 Oriente 1","México","Puebla 72000,","Centro","-98.20015","19.041187",10,6,3,0,0,1
383,"El Lugar del Mariachi","cerveza","Ver todos los horarios","3.5"," **N.º 427** de 2,111 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d2492473-Reviews-El_Lugar_del_Mariachi-Mexico_City_Central_Mexico_and_Gulf_Coast.html","35","35","35","40","-","Mexicana, Latina","Almuerzo, Cena, Abierto hasta tarde","Apto para vegetarianos","-","Calle Hamburgo Juarez 86 Cuauhtémoc, Ciudad de México 06600 México","","+52 55 5207 4864","Calle Hamburgo Juarez 86","México","Ciudad de México 06600,","Cuauhtémoc","-99.163094","19.427052",281,50,68,49,20,20
384,"Niños Santos Café Galería","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 3 Cervecería en Zacatecas","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152772-d11894680-Reviews-Ninos_Santos_Cafe_Galeria-Zacatecas_Central_Mexico_and_Gulf_Coast.html","45","40","45","0","$75 - $85","Cervecería, Café","-","Apto para vegetarianos","-","Calle Genaro Codina 704, Zacatecas 98000 México","cervezansantos@yahoo.com.mx","+52 492 161 7214","Calle Genaro Codina 704","México","Zacatecas 98000,","","-102.57296","22.776409",43,32,9,1,0,0
385,"Hermana República Colón","cerveza","","4.5","**N.º 144** de 335 Mexicana en Mérida","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d15852459-Reviews-Hermana_Republica_Colon-Merida_Yucatan_Peninsula.html","0","0","0","0","$200 - $450","Mexicana","-","-","Reservaciones, Asiento","Avenida Colon #502 por 60 y 62 A un costado del Centro Internacional de
Congresos, Mérida 97000 México","diseno@cervezapatito.com","+52 999 968 5139","Avenida Colon #502 por 60 y 62","México","Mérida 97000,","A un costado del Centro Internacional de Congresos","-89.621056","20.986443",11,5,3,1,1,0
386,"Berlina","cerveza","","4.5","**N.º 1** de 1 Alemana en Oaxaca","Certificado de ExcelenciaGanador en 2017 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150801-d8380348-Reviews-Berlina-Oaxaca_Southern_Mexico.html","50","45","45","0","-","Alemana, Bar, De Europa Central","Almuerzo, Cena","Apto para vegetarianos","-","Calle Macedonio Alcala 403 Casa vieja, planta alta, Oaxaca 68000 México","garcia.wegmann@gmail.com","+52 222 101 7093","Calle Macedonio Alcala 403","México","Oaxaca 68000,","Casa vieja, planta alta","-96.724121","17.065117",72,44,12,2,1,1
387,"Shannons","cerveza","","4.5","**N.º 123** de 202 Mexicana en León","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154240-d8550453-Reviews-Shannons-Leon_Central_Mexico_and_Gulf_Coast.html","40","45","45","0","$234 - $351","Bar, Mexicana","-","-","Asientos al aire libre, Asiento, Servicio de mesa, Reservaciones, Acepta
tarjetas de crédito","Blvd Morelos # 1506 Local 33, León 37130 México","sugerencias@shannonsleon.com","+52 477 211 7780","Blvd Morelos # 1506","México","León 37130,","Local 33","-101.692879","21.169672",22,17,4,1,0,0
388,"Taberna Cerdo de Babel","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 12 Bar en Saltillo","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150785-d8015120-Reviews-Taberna_Cerdo_de_Babel-Saltillo_Northern_Mexico.html","40","40","45","0","$94 - $1,169","Bar, Contemporánea, Pub, Restaurantes cerveceros","Cena, Abierto hasta tarde, Bebidas","-","-","Calle Ocampo 324, Saltillo 25000 México","","+52 844 135 5360","Calle Ocampo 324","México","Saltillo 25000,","","-101.001411","25.422541",53,30,13,5,1,3
389,"Terraza Trapiche","cerveza","Ver todos los horarios","4.5"," **N.º 9** de 60 Mexicana en Colima","-","https://www.tripadvisor.com.mx//Restaurant_Review-g153983-d12617395-Reviews-Terraza_Trapiche-Colima_Pacific_Coast.html","50","50","45","0","$55 - $220","Contemporánea, Mexicana, Bar, Pub","Almuerzo, Cena","-","-","Portal Medellin 11 3er piso del Hotel Ceballos, Colima 28000 México","terrazatrapichefactura@gmail.com","+52 312 314 4086","Portal Medellin 11","México","Colima 28000,","3er piso del Hotel Ceballos","-103.727982","19.243443",29,17,5,1,0,0
390,"Fusión Latina Restaurante","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 1 Brasilera en Juriquilla","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g3181058-d8760031-Reviews-Fusion_Latina_Restaurante-Juriquilla_Queretaro_City_Central_Mexico_and_Gulf_Coas.html","45","45","45","0","$70 - $234","Peruana, Brasilera, Caribeña, Latina, Costarricense","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Boulevard Jurica La Campana 961, Juriquilla, Queretaro Querétaro, Juriquilla,
Santiago de Querétaro 76230 México","","+52 442 294 5835","Boulevard Jurica La Campana 961, Juriquilla, Queretaro","México","Juriquilla, Santiago de Querétaro 76230,","Querétaro","-100.44355","20.713444",186,135,23,15,2,1
391,"Mezzanine Thai Restaurant & Bar","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 18 Asiática en Tulum","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d1144210-Reviews-Mezzanine_Thai_Restaurant_Bar-Tulum_Yucatan_Peninsula.html","45","45","40","45","-","Asiática, Tailandesa","Desayuno, Almuerzo, Cena, Brunch, Bebidas","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Carretera Tulum a Boca Paila Km 1.5, Tulum 77780 México","concierge.mezzanine@colibriboutiquehotels.com","+52 984 131 1596","Carretera Tulum a Boca Paila","México","Tulum 77780,","Km 1.5","-87.437187","20.19743",1682,691,256,67,35,22
392,"Cantina Habanero","cerveza","Ver todos los horarios","4.5"," **N.º 12** de 71 Mexicana en Puerto Morelos","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g240327-d1197801-Reviews-Cantina_Habanero-Puerto_Morelos_Yucatan_Peninsula.html","45","45","45","45","-","Mexicana, Latina, Bar","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","Apto para vegetarianos","-","Av Rojo Gomez North of Town Square, Puerto Morelos México","cantinahabanero@yahoo.com","","Av Rojo Gomez","México","Puerto Morelos,","North of Town Square","-86.875603","20.849316",746,247,141,52,18,10
393,"El Fish Market","cerveza","Ver todos los horarios","4.5"," **N.º 31** de 223 Mexicana en Mazatlán","Certificado de ExcelenciaGanador en 2016","https://www.tripadvisor.com.mx//Restaurant_Review-g150792-d2061997-Reviews-El_Fish_Market-Mazatlan_Pacific_Coast.html","45","40","40","40","-","Mexicana, Mariscos","Almuerzo, Cena, Brunch, Desayuno, Abierto hasta tarde","-","Asientos al aire libre, Asiento, Estacionamiento disponible, Televisión,
Acceso para silla de ruedas, Sirve alcohol, Bar completo, Comida para llevar,
Reservaciones, Sillitas altas disponibles, Servicio de mesa","Camaron Sabalo #1504 -A Plaza Alameda, Mazatlán 82110 México","","+52 669 913 4997","Camaron Sabalo #1504 -A Plaza Alameda","México","Mazatlán 82110,","","-106.465332","23.265102",391,181,106,35,10,7
394,"Chinicuil","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 28 Fusión en Santiago de Querétaro","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g479232-d7934366-Reviews-Chinicuil-Queretaro_City_Central_Mexico_and_Gulf_Coast.html","50","45","50","0","$80 - $250","Fusión","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Avenida Luis Pasteur sur 52 Entre Reforma y Zaragoza, Santiago de Querétaro
76000 México","chinicuil.cocinadeorigen@hotmail.com","+52 442 403 4438","Avenida Luis Pasteur sur 52","México","Santiago de Querétaro 76000,","Entre Reforma y Zaragoza","-100.387611","20.590815",283,189,32,4,8,9
395,"Principia Tasting Room","cerveza","Ver todos los horarios","5"," **N.º 512** de 2,111 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d12965118-Reviews-Principia_Tasting_Room-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$5 - $220","Cervecería, Pub, Gastropub, Mexicana, Bar","Bebidas, Almuerzo, Cena","-","-","Avenida Magdalena 311 Local A, Ciudad de México 03100 México","pichardini@principiatastingroom.com","+52 55 5919 4647","Avenida Magdalena 311","México","Ciudad de México 03100,","Local A","-99.171852","19.391979",12,8,1,0,0,0
396,"London Pub Hermosillo","cerveza","16:00 - 2:00","4"," **N.º 3** de 9 Cervecería en Hermosillo","-","https://www.tripadvisor.com.mx//Restaurant_Review-g153979-d1903511-Reviews-London_Pub_Hermosillo-Hermosillo_Northern_Mexico.html","40","45","45","45","$94 - $234","Bar, Pub, Cervecería, Pizzería, Comida rápida, Gastropub","Cena, Abierto hasta tarde","-","-","Avenida Tamaulipas # 11 Entre Juarez y Matamoros, Hermosillo 83000 México","","+52 662 359 1717","Avenida Tamaulipas # 11","México","Hermosillo 83000,","Entre Juarez y Matamoros","-110.947746","29.093576",43,18,8,7,2,0
397,"El Barracuda","cerveza","","4.5","**N.º 13** de 65 Mexicana en Nuevo Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g154267-d4252298-Reviews-El_Barracuda-Nuevo_Vallarta_Pacific_Coast.html","45","45","45","40","-","Mexicana, Latina, Mariscos","Almuerzo, Cena, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Boulevard de Nayarit #708 Villa #5, Nuevo Vallarta México","info@elbarracuda.com","+52 322 297 6622","Boulevard de Nayarit #708","México","Nuevo Vallarta,","Villa #5","-105.290497","20.687658",754,257,169,36,18,10
398,"Hosteria de la Selva Negra","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 19 Alemana en Ciudad de México","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d7626770-Reviews-Hosteria_de_la_Selva_Negra-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","45","0","-","Alemana","Almuerzo, Cena","-","Reservaciones, Asiento, Servicio de mesa, Sirve alcohol","Calle Juan Racine 108, Ciudad de México 11510 México","hosteria.selvanegra@hotmail.com","+52 55 3646 8662","Calle Juan Racine 108","México","Ciudad de México 11510,","","-99.21257","19.438484",37,18,12,3,2,0
399,"Mariscos y Clamatos El Doctorcito","cerveza","Ver todos los horarios","4.5"," **N.º 65** de 554 Mexicana en Playa del Carmen","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d8546634-Reviews-Mariscos_y_Clamatos_El_Doctorcito-Playa_del_Carmen_Yucatan_Peninsula.html","45","45","45","0","$8 - $16","Mariscos, Mexicana, Caribeña, Latina","Almuerzo","-","-","Avenida 25 Esquina Calle 12 Norte y 25, Playa del Carmen 77710 México","eldoc@mariscoseldoctorcito.com","+52 984 147 2712","Avenida 25 Esquina Calle 12","México","Playa del Carmen 77710,","Norte y 25","-87.075233","20.629732",243,108,44,10,7,10
400,"Vinos y Piedra","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 2 Mediterránea en Tlaxcala","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g499425-d2695020-Reviews-Vinos_y_Piedra-Tlaxcala_Central_Mexico_and_Gulf_Coast.html","45","45","40","40","$35 - $240","Española, Mediterránea, Contemporánea","-","Apto para vegetarianos","-","Plaza de La Constitucion 19 Local 3,4, Tlaxcala 90000 México","vinosypiedra@hotmail.com","+52 246 466 3358","Plaza de La Constitucion 19","México","Tlaxcala 90000,","Local 3,4","-98.23938","19.316725",186,92,49,19,2,3
401,"Mariscos el Toro Guero","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 130 Mexicana en La Paz","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150771-d3845947-Reviews-Mariscos_el_Toro_Guero-La_Paz_Baja_California.html","45","40","45","40","-","Mexicana, Latina, Mariscos","Almuerzo, Cena","Opciones sin gluten","-","Abasolo & Sinaloa, La Paz México","","+52 612 122 7892","Abasolo & Sinaloa","México","La Paz,","","-110.329025","24.148264",281,114,68,21,2,6
402,"El Fogon","cerveza","Ver todos los horarios","4.5"," **N.º 33** de 554 Mexicana en Playa del Carmen","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d804747-Reviews-El_Fogon-Playa_del_Carmen_Yucatan_Peninsula.html","45","45","45","40","$117 - $234","Mexicana, Latina, Centroamericana","-","Apto para vegetarianos","-","Avenida Constituyentes, Playa del Carmen 12345 México","","+52 984 803 0885","Avenida Constituyentes","México","Playa del Carmen 12345,","","-87.07402","20.632692",6159,2268,863,194,42,37
403,"Radar Records","cerveza","","4","**N.º 38** de 80 Bar en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d8428244-Reviews-Radar_Records-Guadalajara_Guadalajara_Metropolitan_Area.html","0","0","0","0","$100 - $200","Bar, Pub","Almuerzo, Cena","-","-","Calle Pedro Moreno 1296, Guadalajara 44160 México","alex@radarrecords.com.mx","+52 33 2015 9968","Calle Pedro Moreno 1296","México","Guadalajara 44160,","","-103.363808","20.67564",13,4,6,3,0,0
404,"ROOTS Pizza a Leña","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 9 Pizzería en Isla Holbox","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g616319-d12186160-Reviews-ROOTS_Pizza_a_Lena-Holbox_Island_Yucatan_Peninsula.html","45","45","45","0","-","-","-","-","-","Calle Porfirio Díaz Entre Palominos y Carite Unidad Lázaro Cardenas, Isla
Holbox 77310 México","rootspizzaholbox@gmail.com","+52 984 241 5953","Calle Porfirio Díaz","México","Isla Holbox 77310,","Entre Palominos y Carite Unidad Lázaro Cardenas","-87.377914","21.524048",604,193,64,11,6,5
405,"Mar y Sol","cerveza","Ver todos los horarios","4.5"," **N.º 21** de 72 Mexicana en Bucerías","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g657267-d1737721-Reviews-Mar_y_Sol-Bucerias_Pacific_Coast.html","45","45","45","45","-","Mexicana, Mariscos, Internacional","Desayuno, Almuerzo, Cena, Brunch, Bebidas","Apto para vegetarianos, Opciones veganas","-","Avenida Del Pacifico No. 4 Col. Centro, Bucerías 63732 México","marysolrestaurant@yahoo.com.mx","+52 329 298 1914","Avenida Del Pacifico No. 4","México","Bucerías 63732,","Col. Centro","-105.342087","20.756809",784,308,153,57,25,14
406,"Hosteria La Bota","cerveza","Ver todos los horarios","4"," **N.º 258** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d3422468-Reviews-Hosteria_La_Bota-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","45","-","Mexicana, Latina, Bar, Española","Cena, Almuerzo, Abierto hasta tarde","-","Asiento, Sirve alcohol, Bar completo, Servicio de mesa","Peatonal San Jeronimo, 40, Ciudad de México 06000 México","","+52 55 5709 9016","Peatonal San Jeronimo, 40","México","Ciudad de México 06000,","","-99.137154","19.427084",113,49,27,7,4,7
407,"La Docena Oyster Bar & Grill","cerveza","Ver todos los horarios","4"," **N.º 3** de 80 Bar en Guadalajara","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d3250813-Reviews-La_Docena_Oyster_Bar_Grill-Guadalajara_Guadalajara_Metropolitan_Area.html","45","40","40","45","-","Bar, Mariscos","Almuerzo, Cena, Brunch, Abierto hasta tarde","Apto para vegetarianos","-","Av Americas 1491 Col Providencia, 44630 Guadalajara, Guadalajara México","","+52 33 3817 2798","Av Americas 1491 Col Providencia, 44630 Guadalajara","México","Guadalajara,","","-103.376068","20.701752",521,240,126,43,20,29
408,"La Negra","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 72 Mexicana en Bucerías","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g657267-d8279123-Reviews-La_Negra-Bucerias_Pacific_Coast.html","45","45","40","0","$117 - $281","Mexicana, Pizzería, Mariscos, Bar","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Abasolo #11 Zona Dorada, Bucerías 63732 México","reservas@lanegracerveceria.com","+52 329 298 0420","Abasolo #11","México","Bucerías 63732,","Zona Dorada","-105.333618","20.752632",386,101,23,11,1,4
